Count of Stolen Animals,Type of Animal,Borough,Type Of Offence,Animal Recovered,Year and Month
1,Dog,Tower Hamlets,Theft and Handling,Not Recovered,Apr-2022
1,Dog,Redbridge,Theft and Handling,Not Recovered,Apr-2022
1,Dog,Redbridge,Robbery,Not Recovered,Apr-2022
1,Dog,Hackney,Theft and Handling,Not Recovered,Apr-2022
1,Dog,Hackney,Theft and Handling,Not Recovered,Apr-2022
1,Cat,Waltham Forest,Theft and Handling,Not Recovered,Apr-2022
1,Dog,Waltham Forest,Theft and Handling,Not Recovered,Apr-2022
1000,Fish,Barking and Dagenham,Burglary,Not Recovered,Apr-2022
2,Dog,Enfield,Theft and Handling,Not Recovered,Apr-2022
1,Dog,Waltham Forest,Theft and Handling,Not Recovered,Apr-2022
1,Dog,Enfield,Theft and Handling,Not Recovered,Apr-2022
1,Dog,Enfield,Theft and Handling,Not Recovered,Apr-2022
1,Dog,Enfield,Violence Against the Person,Not Recovered,Apr-2022
1,Dog,Newham,Theft and Handling,Not Recovered,Apr-2022
1,Dog,Havering,Theft and Handling,Not Recovered,Apr-2022
1,Cat,Havering,Burglary,Not Recovered,Apr-2022
1,Dog,Bexley,Violence Against the Person,Not Recovered,Apr-2022
1,Cat,Hammersmith and Fulham,Theft and Handling,Not Recovered,Apr-2022
1,Dog,Westminster,Theft and Handling,Not Recovered,Apr-2022
1,Dog,Croydon,Burglary,Recovered,Apr-2022
1,Dog,Wandsworth,Theft and Handling,Not Recovered,May-2022
1,Dog,Kingston upon Thames,Theft and Handling,Not Recovered,May-2022
1,Dog,Kingston upon Thames,Theft and Handling,Not Recovered,May-2022
1,Cat,Hounslow,Theft and Handling,Not Recovered,May-2022
1,Bird,Hillingdon,Theft and Handling,Not Recovered,May-2022
1,Dog,Lambeth,Theft and Handling,Recovered,May-2022
1,Dog,Lambeth,Theft and Handling,Not Recovered,May-2022
1,Cat,Lambeth,Burglary,Not Recovered,May-2022
1,Dog,Lambeth,Burglary,Not Recovered,May-2022
5,Bird,Merton,Theft and Handling,Not Recovered,May-2022
1,Dog,Brent,Theft and Handling,Not Recovered,May-2022
1,Dog,Harrow,Theft and Handling,Not Recovered,May-2022
1,Dog,Camden,Theft and Handling,Not Recovered,May-2022
1,Dog,Camden,Theft and Handling,Not Recovered,May-2022
1,Dog,Barnet,Theft and Handling,Not Recovered,May-2022
1,Dog,Barnet,Theft and Handling,Not Recovered,May-2022
2,Cat,Ealing,Theft and Handling,Not Recovered,May-2022
1,Dog,Ealing,Theft and Handling,Not Recovered,May-2022
7,Dog,Islington,Burglary,Not Recovered,May-2022
1,Dog,Haringey,Theft and Handling,Not Recovered,May-2022
1,Dog,Haringey,Theft and Handling,Not Recovered,May-2022
1,Cat,Haringey,Violence Against the Person,Not Recovered,May-2022
1,Dog,Southwark,Robbery,Not Recovered,May-2022
1,Cat,Lewisham,Theft and Handling,Not Recovered,May-2022
1,Cat,Lewisham,Theft and Handling,Not Recovered,May-2022
1,Dog,Bromley,Theft and Handling,Recovered,May-2022
1,Dog,Bromley,Theft and Handling,Not Recovered,May-2022
1,Dog,Bromley,Theft and Handling,Not Recovered,May-2022
1,Dog,Bromley,Theft and Handling,Not Recovered,May-2022
1,Dog,Bromley,Theft and Handling,Not Recovered,May-2022
1,Dog,Greenwich,Theft and Handling,Not Recovered,May-2022
1,Dog,Greenwich,Theft and Handling,Not Recovered,May-2022
1,Dog,Greenwich,Robbery,Not Recovered,May-2022
1,Dog,Greenwich,Theft and Handling,Not Recovered,May-2022
1,Dog,Croydon,Theft and Handling,Not Recovered,May-2022
1,Dog,Croydon,Theft and Handling,Not Recovered,May-2022
1,Dog,Croydon,Burglary,Not Recovered,May-2022
1,Cat,Croydon,Theft and Handling,Not Recovered,May-2022
1,Dog,Bexley,Burglary,Not Recovered,May-2022
1,Dog,Sutton,Theft and Handling,Not Recovered,May-2022
4,Fish,Tower Hamlets,Theft and Handling,Not Recovered,May-2022
1,Reptile,Redbridge,Theft and Handling,Not Recovered,May-2022
1,Dog,Hackney,Theft and Handling,Not Recovered,May-2022
1,Dog,Hackney,Theft and Handling,Not Recovered,May-2022
1,Cat,Barking and Dagenham,Theft and Handling,Not Recovered,May-2022
1,Cat,Enfield,Theft and Handling,Not Recovered,May-2022
2,Reptile,Enfield,Burglary,Not Recovered,May-2022
2,Cat,Enfield,Theft and Handling,Not Recovered,May-2022
1,Dog,Havering,Theft and Handling,Not Recovered,May-2022
1,Cat,Havering,Theft and Handling,Not Recovered,May-2022
1,Cat,Havering,Theft and Handling,Not Recovered,May-2022
1,Dog,Havering,Theft and Handling,Not Recovered,May-2022
1,Cat,Hammersmith and Fulham,Theft and Handling,Not Recovered,May-2022
1,Dog,Hammersmith and Fulham,Theft and Handling,Not Recovered,May-2022
1,Dog,Hammersmith and Fulham,Theft and Handling,Not Recovered,May-2022
1,Dog,Wandsworth,Burglary,Not Recovered,Jun-2022
1,Cat,Wandsworth,Theft and Handling,Recovered,Jun-2022
1,Cat,Hillingdon,Theft and Handling,Not Recovered,Jun-2022
1,Dog,Hillingdon,Theft and Handling,Not Recovered,Jun-2022
1,Mammal (exc Cat and Dog),Hillingdon,Theft and Handling,Not Recovered,Jun-2022
1,Dog,Hillingdon,Burglary,Not Recovered,Jun-2022
1,Dog,Hillingdon,Theft and Handling,Not Recovered,Jun-2022
1,Dog,Lambeth,Theft and Handling,Not Recovered,Jun-2022
2,Cat,Lambeth,Theft and Handling,Not Recovered,Jun-2022
1,Cat,Brent,Violence Against the Person,Recovered,Jun-2022
10,Fish,Harrow,Theft and Handling,Not Recovered,Jun-2022
1,Dog,Camden,Theft and Handling,Not Recovered,Jun-2022
2,Cat,Barnet,Theft and Handling,Not Recovered,Jun-2022
1,Dog,Barnet,Theft and Handling,Not Recovered,Jun-2022
1,Cat,Islington,Theft and Handling,Not Recovered,Jun-2022
1,Dog,Brent,Theft and Handling,Not Recovered,Jun-2022
1,Cat ,Southwark,Theft and Handling,Not Recovered,Jun-2022
1,Dog,Lewisham,Theft and Handling,Not Recovered,Jun-2022
1,Dog,Lewisham,Theft and Handling,Not Recovered,Jun-2022
1,Cat,Bromley,Theft and Handling,Not Recovered,Jun-2022
1,Cat,Bromley,Theft and Handling,Not Recovered,Jun-2022
1,Dog,Greenwich,Theft and Handling,Not Recovered,Jun-2022
1,Cat,Greenwich,Theft and Handling,Not Recovered,Jun-2022
1,Cat,Greenwich,Theft and Handling,Not Recovered,Jun-2022
1,Cat ,Greenwich,Theft and Handling,Not Recovered,Jun-2022
1,Dog,Greenwich,Theft and Handling,Not Recovered,Jun-2022
1,Cat,Greenwich,Theft and Handling,Not Recovered,Jun-2022
1,Dog,Croydon,Theft and Handling,Not Recovered,Jun-2022
1,Dog,Croydon,Theft and Handling,Not Recovered,Jun-2022
1,Dog,Croydon,Robbery,Not Recovered,Jun-2022
1,Dog,Croydon,Robbery,Not Recovered,Jun-2022
1,Dog,Croydon,Robbery,Not Recovered,Jun-2022
2,Dog,Croydon,Theft and Handling,Not Recovered,Jun-2022
1,Reptile,Bexley,Theft and Handling,Not Recovered,Jun-2022
1,Dog,Tower Hamlets,Theft and Handling,Not Recovered,Jun-2022
1,Dog,Tower Hamlets,Theft and Handling,Not Recovered,Jun-2022
1,Cat,Tower Hamlets,Theft and Handling,Not Recovered,Jun-2022
1,Cat,Tower Hamlets,Theft and Handling,Not Recovered,Jun-2022
1,Dog,Redbridge,Theft and Handling,Not Recovered,Jun-2022
1,Dog,Redbridge,Theft and Handling,Not Recovered,Jun-2022
1,Cat,Waltham Forest,Theft and Handling,Not Recovered,Jun-2022
1,Dog,Barking and Dagenham,Theft and Handling,Not Recovered,Jun-2022
1,Dog,Enfield,Theft and Handling,Not Recovered,Jun-2022
1,Dog,Newham,Burglary,Not Recovered,Jun-2022
1,Dog,Newham,Theft and Handling,Not Recovered,Jun-2022
1,Dog,Havering,Theft and Handling,Recovered,Jun-2022
1,Dog,Havering,Robbery,Not Recovered,Jun-2022
1,Cat,Havering,Theft and Handling,Not Recovered,Jun-2022
1,Cat,Havering,Theft and Handling,Not Recovered,Jun-2022
1,Dog,Kensington and Chelsea,Theft and Handling,Recovered,Jun-2022
1,Dog,Hammersmith and Fulham,Theft and Handling,Not Recovered,Jun-2022
8,Dog,Lambeth,Theft and Handling,Not Recovered,Jun-2022
1,Cat,Westminster,Burglary,Not Recovered,Jun-2022
1,Dog,Westminster,Theft and Handling,Not Recovered,Jun-2022
1,Dog,Ealing,Theft and Handling,Not Recovered,Jun-2022
1,Cat,Lewisham,Theft and Handling,Not Recovered,Jun-2022
1,Cat,Lewisham,Theft and Handling,Not Recovered,Jun-2022
1,Cat,Wandsworth,Theft and Handling,Not Recovered,Jul-2022
1,Dog,Hounslow,Burglary,Not Recovered,Jul-2022
1,Dog,Richmond upon Thames,Theft and Handling,Not Recovered,Jul-2022
1,Dog,Hillingdon,Theft and Handling,Not Recovered,Jul-2022
1,Dog,Hillingdon,Theft and Handling,Recovered,Jul-2022
1,Cat,Hillingdon,Theft and Handling,Not Recovered,Jul-2022
1,Cat,Lambeth,Theft and Handling,Not Recovered,Jul-2022
1,Dog,Lambeth,Theft and Handling,Not Recovered,Jul-2022
1,Dog,Brent,Theft and Handling,Not Recovered,Jul-2022
1,Cat,Brent,Other Notifiable Offences,Not Recovered,Jul-2022
1,Dog,Brent,Theft and Handling,Not Recovered,Jul-2022
1,Cat,Camden,Theft and Handling,Not Recovered,Jul-2022
1,Dog,Camden,Theft and Handling,Not Recovered,Jul-2022
1,Dog,Barnet,Theft and Handling,Not Recovered,Jul-2022
1,Dog,Barnet,Theft and Handling,Not Recovered,Jul-2022
1,Dog,Ealing,Theft and Handling,Not Recovered,Jul-2022
1,Cat,Ealing,Theft and Handling,Not Recovered,Jul-2022
1,Dog,Ealing,Theft and Handling,Not Recovered,Jul-2022
1,Cat,Islington,Theft and Handling,Not Recovered,Jul-2022
1,Dog,Islington,Theft and Handling,Recovered,Jul-2022
1,Cat,Islington,Burglary,Not Recovered,Jul-2022
1,Dog,Southwark,Theft and Handling,Not Recovered,Jul-2022
1,Dog,Bromley,Theft and Handling,Not Recovered,Jul-2022
1,Dog,Greenwich,Theft and Handling,Not Recovered,Jul-2022
1,Dog,Greenwich,Burglary,Not Recovered,Jul-2022
1,Dog,Greenwich,Theft and Handling,Recovered,Jul-2022
1,Dog,Croydon,Theft and Handling,Not Recovered,Jul-2022
1,Dog,Croydon,Theft and Handling,Not Recovered,Jul-2022
1,Cat,Croydon,Burglary,Not Recovered,Jul-2022
1,Dog,Croydon,Violence Against the Person,Not Recovered,Jul-2022
1,Dog,Southwark,Theft and Handling,Not Recovered,Jul-2022
1,Cat,Sutton,Theft and Handling,Not Recovered,Jul-2022
1,Cat,Sutton,Theft and Handling,Not Recovered,Jul-2022
1,Bird,Tower Hamlets,Burglary,Not Recovered,Jul-2022
1,Dog,Redbridge,Theft and Handling,Not Recovered,Jul-2022
1,Dog,Hackney,Theft and Handling,Recovered,Jul-2022
1,Dog,Hackney,Burglary,Not Recovered,Jul-2022
1,Cat,Waltham Forest,Theft and Handling,Not Recovered,Jul-2022
1,Reptile,Waltham Forest,Theft and Handling,Not Recovered,Jul-2022
1,Cat,Waltham Forest,Theft and Handling,Not Recovered,Jul-2022
1,Cat,Barking and Dagenham,Theft and Handling,Not Recovered,Jul-2022
1,Reptile,Barking and Dagenham,Theft and Handling,Not Recovered,Jul-2022
1,Dog,Enfield,Theft and Handling,Not Recovered,Jul-2022
1,Dog,Enfield,Theft and Handling,Not Recovered,Jul-2022
1,Dog,Newham,Theft and Handling,Not Recovered,Jul-2022
1,Cat,Havering,Theft and Handling,Not Recovered,Jul-2022
1,Cat,Kensington and Chelsea,Theft and Handling,Not Recovered,Jul-2022
1,Dog,Kensington and Chelsea,Theft and Handling,Not Recovered,Jul-2022
1,Dog,Kensington and Chelsea,Theft and Handling,Not Recovered,Jul-2022
1,Mammal (exc Cat and Dog),Hammersmith and Fulham,Theft and Handling,Not Recovered,Jul-2022
1,Dog,Westminster,Theft and Handling,Not Recovered,Jul-2022
1,Dog,Westminster,Theft and Handling,Recovered,Jul-2022
1,Cat,Lambeth,Theft and Handling,Not Recovered,Jul-2022
1,Cat,Westminster,Theft and Handling,Not Recovered,Jul-2022
1,Dog,Hounslow,Theft and Handling,Recovered,Aug-2022
2,Reptile,Richmond upon Thames,Theft and Handling,Not Recovered,Aug-2022
1,Dog,Richmond upon Thames,Burglary,Not Recovered,Aug-2022
1,Dog,Hillingdon,Theft and Handling,Not Recovered,Aug-2022
1,Dog,Lambeth,Theft and Handling,Recovered,Aug-2022
1,Dog,Lambeth,Burglary,Not Recovered,Aug-2022
3,Dog,Lambeth,Theft and Handling,Not Recovered,Aug-2022
1,Rabbit,Merton,Theft and Handling,Not Recovered,Aug-2022
1,Cat,Brent,Theft and Handling,Not Recovered,Aug-2022
1,Dog,Brent,Theft and Handling,Not Recovered,Aug-2022
1,Fish,Brent,Burglary,Not Recovered,Aug-2022
1,Dog,Harrow,Theft and Handling,Not Recovered,Aug-2022
1,Cat,Barnet,Theft and Handling,Not Recovered,Aug-2022
1,Cat,Barnet,Theft and Handling,Not Recovered,Aug-2022
1,Dog,Barnet,Theft and Handling,Not Recovered,Aug-2022
1,Dog,Barnet,Theft and Handling,Not Recovered,Aug-2022
2,Cat,Brent,Theft and Handling,Not Recovered,Aug-2022
1,Dog,Ealing,Theft and Handling,Not Recovered,Aug-2022
1,Dog,Islington,Theft and Handling,Recovered,Aug-2022
1,Dog,Lewisham,Robbery,Not Recovered,Aug-2022
1,Dog,Bromley,Theft and Handling,Not Recovered,Aug-2022
1,Dog,Greenwich,Theft and Handling,Not Recovered,Aug-2022
1,Dog,Greenwich,Violence Against the Person,Recovered,Aug-2022
1,Dog,Croydon,Theft and Handling,Not Recovered,Aug-2022
1,Dog,Croydon,Theft and Handling,Not Recovered,Aug-2022
1,Dog,Croydon,Theft and Handling,Not Recovered,Aug-2022
1,Dog,Croydon,Theft and Handling,Not Recovered,Aug-2022
1,Dog,Croydon,Theft and Handling,Recovered,Aug-2022
1,Dog,Croydon,Theft and Handling,Not Recovered,Aug-2022
1,Dog,Bexley,Theft and Handling,Recovered,Aug-2022
1,Mammal (exc Cat and Dog),Bexley,Theft and Handling,Not Recovered,Aug-2022
1,Dog,Tower Hamlets,Theft and Handling,Not Recovered,Aug-2022
1,Cat,Tower Hamlets,Theft and Handling,Not Recovered,Aug-2022
1,Cat,Redbridge,Theft and Handling,Recovered,Aug-2022
1,Cat,Hackney,Theft and Handling,Not Recovered,Aug-2022
1,Dog,Waltham Forest,Theft and Handling,Not Recovered,Aug-2022
1,Bird,Waltham Forest,Theft and Handling,Not Recovered,Aug-2022
1,Cat,Waltham Forest,Sexual Offences,Not Recovered,Aug-2022
1,Dog,Barking and Dagenham,Theft and Handling,Not Recovered,Aug-2022
1,Dog,Barking and Dagenham,Theft and Handling,Recovered,Aug-2022
1,Cat,Enfield,Theft and Handling,Recovered,Aug-2022
4,Cat,Newham,Theft and Handling,Not Recovered,Aug-2022
1,Cat,Newham,Theft and Handling,Not Recovered,Aug-2022
1,Cat,Havering,Theft and Handling,Not Recovered,Aug-2022
1,Cat,Havering,Theft and Handling,Not Recovered,Aug-2022
1,Cat,Kensington and Chelsea,Theft and Handling,Not Recovered,Aug-2022
6,Dog,Hammersmith and Fulham,Theft and Handling,Not Recovered,Aug-2022
1,Dog,Hammersmith and Fulham,Theft and Handling,Not Recovered,Aug-2022
1,Cat,Bexley,Theft and Handling,Not Recovered,Jul-2022
1,Dog,Kensington and Chelsea,Theft and Handling,Not Recovered,Aug-2022
1,Cat,Kingston upon Thames,Theft and Handling,Not Recovered,Sep-2022
1,Cat,Richmond upon Thames,Theft and Handling,Not Recovered,Sep-2022
1,Dog,Lambeth,Theft and Handling,Not Recovered,Sep-2022
1,Cat,Lambeth,Other Notifiable Offences,Not Recovered,Sep-2022
2,Dog,Merton,Theft and Handling,Not Recovered,Sep-2022
1,Cat,Brent,Theft and Handling,Not Recovered,Sep-2022
1,Dog,Brent,Theft and Handling,Not Recovered,Sep-2022
1,Dog,Harrow,Burglary,Not Recovered,Sep-2022
1,Dog,Harrow,Theft and Handling,Not Recovered,Sep-2022
1,Dog,Harrow,Burglary,Not Recovered,Sep-2022
1,Dog,Camden,Theft and Handling,Not Recovered,Sep-2022
1,Cat,Camden,Theft and Handling,Not Recovered,Sep-2022
1,Dog,Camden,Theft and Handling,Not Recovered,Sep-2022
1,Dog,Camden,Theft and Handling,Not Recovered,Sep-2022
2,Dog,Barnet,Theft and Handling,Not Recovered,Sep-2022
1,Bird,Barnet,Theft and Handling,Not Recovered,Sep-2022
1,Cat,Ealing,Burglary,Not Recovered,Sep-2022
1,Dog,Hackney,Theft and Handling,Not Recovered,Sep-2022
1,Dog,Haringey,Theft and Handling,Not Recovered,Sep-2022
1,Dog,Haringey,Theft and Handling,Not Recovered,Sep-2022
1,Cat,Haringey,Theft and Handling,Not Recovered,Sep-2022
1,Dog,Haringey,Burglary,Not Recovered,Sep-2022
1,Cat,Southwark,Theft and Handling,Not Recovered,Sep-2022
5,Dog,Lewisham,Burglary,Not Recovered,Sep-2022
1,Dog,Lewisham,Theft and Handling,Not Recovered,Sep-2022
1,Dog,Lewisham,Theft and Handling,Not Recovered,Sep-2022
1,Cat,Bromley,Theft and Handling,Not Recovered,Sep-2022
1,Dog,Greenwich,Theft and Handling,Not Recovered,Sep-2022
1,Cat,Greenwich,Theft and Handling,Not Recovered,Sep-2022
1,Dog,Greenwich,Theft and Handling,Not Recovered,Sep-2022
1,Dog,Croydon,Theft and Handling,Not Recovered,Sep-2022
1,Dog,Croydon,Theft and Handling,Not Recovered,Sep-2022
1,Cat,Croydon,Theft and Handling,Not Recovered,Sep-2022
1,Cat,Croydon,Theft and Handling,Not Recovered,Sep-2022
1,Dog,Bexley,Theft and Handling,Not Recovered,Sep-2022
1,Dog,Bexley,Theft and Handling,Not Recovered,Sep-2022
1,Insect,Bexley,Theft and Handling,Not Recovered,Sep-2022
1,Cat,Bexley,Theft and Handling,Not Recovered,Sep-2022
1,Dog,Sutton,Burglary,Not Recovered,Sep-2022
1,Dog,Sutton,Theft and Handling,Not Recovered,Sep-2022
1,Bird,Tower Hamlets,Theft and Handling,Not Recovered,Sep-2022
1,Dog,Tower Hamlets,Theft and Handling,Not Recovered,Sep-2022
1,Cat,Redbridge,Theft and Handling,Not Recovered,Sep-2022
1,Dog,Redbridge,Theft and Handling,Not Recovered,Sep-2022
1,Dog,Hackney,Theft and Handling,Not Recovered,Sep-2022
1,Dog,Hackney,Theft and Handling,Not Recovered,Sep-2022
1,Dog,Hackney,Theft and Handling,Not Recovered,Sep-2022
1,Dog,Hackney,Theft and Handling,Not Recovered,Sep-2022
1,Dog,Hackney,Theft and Handling,Not Recovered,Sep-2022
1,Cat,Hackney,Theft and Handling,Not Recovered,Sep-2022
1,Cat,Waltham Forest,Burglary,Not Recovered,Sep-2022
1,Dog,Barking and Dagenham,Robbery,Not Recovered,Sep-2022
1,Dog,Enfield,Theft and Handling,Recovered,Sep-2022
1,Dog,Newham,Theft and Handling,Not Recovered,Sep-2022
1,Cat,Kensington and Chelsea,Theft and Handling,Not Recovered,Sep-2022
1,Dog,Kensington and Chelsea,Theft and Handling,Not Recovered,Sep-2022
1,Dog,Kensington and Chelsea,Theft and Handling,Not Recovered,Sep-2022
1,Dog,Hammersmith and Fulham,Theft and Handling,Recovered,Sep-2022
1,Dog,Hammersmith and Fulham,Theft and Handling,Not Recovered,Sep-2022
1,Cat,Hammersmith and Fulham,Theft and Handling,Not Recovered,Sep-2022
1,Dog,Hammersmith and Fulham,Burglary,Not Recovered,Sep-2022
1,Dog,Wandsworth,Theft and Handling,Not Recovered,Oct-2022
1,Dog,Kingston upon Thames,Burglary,Not Recovered,Oct-2022
1,Dog,Hounslow,Theft and Handling,Not Recovered,Oct-2022
1,Dog,Hounslow,Burglary,Not Recovered,Oct-2022
1,Cat ,Hounslow,Burglary,Not Recovered,Oct-2022
1,Dog,Richmond upon Thames,Violence Against the Person,Not Recovered,Oct-2022
1,Dog,Hillingdon,Theft and Handling,Not Recovered,Oct-2022
1,Dog,Lambeth,Robbery,Not Recovered,Oct-2022
1,Dog,Camden,Theft and Handling,Not Recovered,Oct-2022
1,Dog,Ealing,Theft and Handling,Not Recovered,Oct-2022
1,Dog,Islington,Theft and Handling,Not Recovered,Oct-2022
1,Cat,Southwark,Theft and Handling,Not Recovered,Oct-2022
1,Mammal (exc Cat and Dog),Southwark,Violence Against the Person,Not Recovered,Oct-2022
1,Dog,Westminster,Theft and Handling,Not Recovered,Oct-2022
1,Dog,Lewisham,Theft and Handling,Recovered,Oct-2022
1,Dog,Bromley,Theft and Handling,Not Recovered,Oct-2022
1,Dog,Bromley,Theft and Handling,Not Recovered,Oct-2022
1,Dog,Bromley,Theft and Handling,Not Recovered,Oct-2022
1,Dog,Bromley,Theft and Handling,Not Recovered,Oct-2022
1,Dog,Bromley,Theft and Handling,Not Recovered,Oct-2022
1,Dog,Bromley,Theft and Handling,Not Recovered,Oct-2022
1,Dog,Bromley,Theft and Handling,Not Recovered,Oct-2022
1,Dog,Bromley,Theft and Handling,Recovered,Oct-2022
1,Cat,Greenwich,Theft and Handling,Not Recovered,Oct-2022
1,Cat,Sutton,Theft and Handling,Not Recovered,Oct-2022
1,Dog,Sutton,Theft and Handling,Not Recovered,Oct-2022
1,Cat,Redbridge,Theft and Handling,Not Recovered,Oct-2022
1,Cat,Hackney,Theft and Handling,Not Recovered,Oct-2022
1,Cat,Hackney,Theft and Handling,Not Recovered,Oct-2022
1,Cat,Waltham Forest,Burglary,Not Recovered,Oct-2022
1,Cat,Barking and Dagenham,Theft and Handling,Not Recovered,Oct-2022
1,Dog,Barking and Dagenham,Theft and Handling,Not Recovered,Oct-2022
1,Cat,Barking and Dagenham,Theft and Handling,Not Recovered,Oct-2022
1,Dog,Enfield,Theft and Handling,Not Recovered,Oct-2022
1,Dog,Waltham Forest,Theft and Handling,Not Recovered,Oct-2022
1,Dog,Hammersmith and Fulham,Theft and Handling,Not Recovered,Oct-2022
1,Dog,Hammersmith and Fulham,Theft and Handling,Not Recovered,Oct-2022
1,Bird,Richmond upon Thames,Theft and Handling,Not Recovered,Jun-2022
1,Dog,Kingston upon Thames,Theft and Handling,Recovered,Nov-2022
20,FIsh,Kingston upon Thames,Theft and Handling,Not Recovered,Nov-2022
1,Dog,Hounslow,Theft and Handling,Not Recovered,Nov-2022
1,Bird,Hounslow,Burglary,Not Recovered,Nov-2022
1,Dog,Richmond upon Thames,Theft and Handling,Not Recovered,Nov-2022
1,Dog,Hillingdon,Theft and Handling,Not Recovered,Nov-2022
1,Dog,Lambeth,Theft and Handling,Not Recovered,Nov-2022
1,Dog,Brent,Other Notifiable Offences,Not Recovered,Nov-2022
1,Mammal (exc Cat and Dog),Barnet,Theft and Handling,Not Recovered,Nov-2022
1,Cat,Barnet,Theft and Handling,Not Recovered,Nov-2022
2,Cat,Ealing,Theft and Handling,Not Recovered,Nov-2022
1,Dog,Ealing,Theft and Handling,Not Recovered,Nov-2022
1,Dog,Ealing,Theft and Handling,Not Recovered,Nov-2022
1,Dog,Ealing,Theft and Handling,Not Recovered,Nov-2022
1,Dog,Ealing,Theft and Handling,Not Recovered,Nov-2022
1,Dog,Islington,Theft and Handling,Not Recovered,Nov-2022
1,Dog,Haringey,Theft and Handling,Not Recovered,Nov-2022
1,Dog,Haringey,Robbery,Not Recovered,Nov-2022
1,Dog,Southwark,Robbery,Not Recovered,Nov-2022
1,Dog,Lewisham,Violence Against the Person,Not Recovered,Nov-2022
1,Dog,Bromley,Violence Against the Person,Not Recovered,Nov-2022
